conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7edd11f2-6b4a-4a76-8b82-b5c57f3d8f07,animează forme organice 3D,released,skill/competence,sector-specific,animează forme organice | redă tridimensional animații de forme organice | creează animații tridimensionale ale unor forme organice | animează forme 3D | reprezintă tridimensional forme organice animate,"Animează modelele 3D digitale ale elementelor organice, cum ar fi emoțiile sau mișcările faciale ale personajelor și le plasează într-un mediu 3D digital.",http://data.europa.eu/esco/skill/ab99d9a7-62eb-407b-92f2-bf7992a82004,creează concepte sau spectacole artistice
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f0b1a66-ebaf-4c8a-b606-4c1844eb692e,se ocupă de calitatea sistemelor de TIC,released,skill/competence,sector-specific,,"Asigură executarea unor operațiuni corecte care să respecte pe deplin nevoile și rezultatele specifice în ceea ce privește dezvoltarea, integrarea, securitatea și gestionarea globală a sistemelor TIC.",http://data.europa.eu/esco/skill/35ebe444-9ece-4fbc-a55d-e99ea37267ae | http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,conduce controlul calității | asigură protecția dispozitivelor tic
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f27f1ff-2e17-4b69-990e-c23334478313,evaluarea riscurilor și a amenințărilor,released,knowledge,cross-sector,,Documentația privind securitatea și toate comunicările și informațiile legate de securitate.,http://data.europa.eu/esco/isced-f/0612,proiectarea și administrarea de baze de date și rețele
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f2afce6-e98b-4bbe-8441-d52b45e28ab8,reglementări în domeniul telecomunicațiilor,released,knowledge,sector-specific,codul comunicațiilor electronice,"Cod de reguli pentru protejarea consumatorilor de telecomunicații, care asigură standarde înalte de servicii de comunicații, cum ar fi acces echivalent și accesibil, conectivitate, transparența contractelor sau securitatea împotriva programelor malware. Regulamentul acoperă serviciile tradiționale și pe cele online.
	",http://data.europa.eu/esco/isced-f/0714,electronică și automatizare
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7fb699d9-182a-430e-b7a0-6d8ed05c284b,design grafic,released,knowledge,cross-sector,,Tehnicile de creare a unei reprezentări vizuale a ideilor și mesajelor.,http://data.europa.eu/esco/isced-f/0211,tehnici audiovizuale și producție mediatică
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7fc4c18a-68f3-425a-aadf-f83633be47a1,tehnologii ale învățării,released,knowledge,sector-specific,,"Tehnologiile și canalele, inclusiv digitale, care îmbunătățesc învățarea.",http://data.europa.eu/esco/isced-f/0111,știința educației
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ffae77a-93ce-40a3-af99-fae5729e8b15,asamblează roboți,released,skill/competence,sector-specific,montează roboți,"Asamblează roboți, dispozitive și componentelor robotizate, în conformitate cu schițele tehnice. Programează și instalează componentele necesare ale sistemelor robotizate, cum ar fi controlerele roboților, transportoarele și instrumentele de la capătul brațelor.",http://data.europa.eu/esco/skill/87a0c0e6-c114-4ea1-b2d0-933bce1f3c5f | http://data.europa.eu/esco/skill/592525ab-b517-4c55-8c65-17e0f5d99205,asamblează mașini | asamblează produse electrice și electronice
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/805e4fac-5325-42a2-a9e7-c6c777185a05,coordonează serviciile de jocuri de noroc online,released,skill/competence,occupation-specific,,"Instalează, coordonează și gestionează activitățile din cadrul serviciilor de jocuri de noroc online. Monitorizează acțiunea de pe site-ul de jocuri de noroc online și se asigură că procedurile de servicii pentru clienți se derulează conform planului. Coordonează personalul tehnic pentru întreținerea software-ului de jocuri de noroc și planifică operațiunile în vederea obținerii de profituri.",http://data.europa.eu/esco/skill/4781b6b1-07bc-44be-8c2d-de0fa5db4250,organizează jocuri de noroc
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8088750d-8388-4170-a76f-48354c469c44,securitate cibernetică,released,knowledge,sector-specific,securitate TIC | securitatea informatiei | securitate IT | securitate digitală,"Metodele și cele mai bune practici care protejează sistemele TIC, rețelele, computerele, dispozitivele, serviciile, procesele și persoanele împotriva accesului neautorizat, modificării și/sau blocării serviciului activelor.
	",http://data.europa.eu/esco/isced-f/1031,servicii militare și de apărare
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/81086bb0-a110-470d-ba5a-2c68fc535407,gestionează programul de comunicații de date de zbor,released,skill/competence,sector-specific,,"Gestionează schimburile de date digitale dintre controlorii de trafic aerian și piloți pentru a permite executarea unor operațiuni de aviație eficiente, cum ar fi dirijarea zorurilor în funcție de traiectorie și coborârile cu profil optimizat. Asigură asistență pentru serviciile de comandă, de control și de informare în materie de siguranță a zborurilor furnizând servicii de conectivitate a datelor. Asigură generarea, transmiterea și dirijarea automată a mesajelor la sol.",http://data.europa.eu/esco/skill/57231a22-4da7-49c8-97b8-75672feadf1e | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"gestionează datele cantitative | gestionează, colectează și stochează date digitale"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/812b8819-9b7a-4df9-9c9f-1b60888d0861,croitorie electronică,released,knowledge,sector-specific,,Modelul de afaceri care utilizează aplicații software și tehnice cu scopul de a culege informațiile de la clienți pentru fabricarea de produse personalizate.,http://data.europa.eu/esco/isced-f/0723,"materiale textile (îmbrăcăminte, încălțăminte și articole din piele)"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/81633a44-f1db-4a01-a940-804c6905e330,utilizează software de procesare de text,released,skill/competence,cross-sector,utilizează procesor de text,"Utilizează aplicații software pentru calculatoare pentru compunerea, editarea, formatarea și tipărirea oricărui tip de material scris.",http://data.europa.eu/esco/skill/d822b4b2-26c7-4bd9-970d-229c6504f615 | http://data.europa.eu/esco/skill/446a36a5-2376-439f-b46b-4a214ba0acdf,"creează conținut digital | utilizează software de prelucrare de text, de editare și de prezentare"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8181aa4c-42bc-4036-a3d2-5cb6bbb34239,gestionează incidente de securitate cibernetică,released,skill/competence,sector-specific,răspunde la incidentele cibernetice | monitorizează jurnalele de securitate | analizează incidentelor de securitate cibernetică | monitorizează securitatea sistemelor digitale,"Detectează, identifică, analizează și răspunde la incidentele de securitate cibernetică apărute în sistemele sau rețeaua unei organizații. Implică planuri de răspuns la incidente, cum ar fi sisteme de detectare a intruziunilor, analiza jurnalelor și documentarea detaliată a informațiilor referitoare la incidente potențiale.
	",http://data.europa.eu/esco/skill/802deca0-b880-4d1a-b366-e13b27621baf,respectă proceduri operaționale
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/818c2b89-1335-4443-ada7-e1046862e273,instalează componente de automatizare,released,skill/competence,sector-specific,,Instalează componentele de automatizare în conformitate cu specificațiile diagramei circuitelor.,http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20,instalează sisteme informatice
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/81b082fb-9a00-4660-976a-10c985979100,IBM InfoSphere Information Server,released,knowledge,sector-specific,,"Programul informatic IBM InfoSphere Information Server este o platformă de integrare a informațiilor din mai multe aplicații, create și întreținute de organizații, într-o structură de date coerentă și transparentă, dezvoltată de compania de software IBM.",http://data.europa.eu/esco/skill/9d0d89be-bffa-4393-b6f6-8d05bea49051 | http://data.europa.eu/esco/isced-f/0612,instrumente de extragere transformare și încărcare a datelor | proiectarea și administrarea de baze de date și rețele
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8203b07a-8097-4383-aff6-603b7df7f0f4,sisteme de distribuire automată a banilor,released,knowledge,occupation-specific,,"Diferitele tehnologii, software, hardware și operațiuni care sunt utilizate sau pot fi găsite în bancomate.",http://data.europa.eu/esco/isced-f/0613,analiza și dezvoltarea de aplicații și software
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/82312096-4df8-49ce-9cdd-a6e08af56b45,evaluează serviciile informaționale cu ajutorul sistemelor metrice,released,skill/competence,occupation-specific,,"Utilizează bibliometria, webometria și indicatorii web pentru a evalua serviciile de informații.",http://data.europa.eu/esco/skill/1d6c7de4-350e-4868-a47b-333b4b0d9650 | http://data.europa.eu/esco/skill/1f2950c0-ef1e-44b4-9a55-125ccd7b78af | http://data.europa.eu/esco/skill/57231a22-4da7-49c8-97b8-75672feadf1e,"evaluează date, informații și conținut digital | analizează și evaluează informații și date | gestionează datele cantitative"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/82313e12-9d39-47d1-b7c9-78bbd6bb50e2,software CAE,released,knowledge,cross-sector,software pentru inginerie asistată de calculator,"Software-ul pentru efectuarea de sarcini de analiză de inginerie a calculatoarelor (CAE), cum ar fi analiza cu elemente finite și dinamica fluidelor de calcul.",http://data.europa.eu/esco/isced-f/0613,analiza și dezvoltarea de aplicații și software
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/82394321-7f35-4a29-b2fa-4a58f66258f5,simulează probleme de transport,released,skill/competence,cross-sector,,"Pune în aplicare datele referitoare la transporturi în software și modele informatice pentru simularea aspectelor legate de transporturi, cum ar fi ambuteiajele, pentru a găsi soluții inovatoare.",http://data.europa.eu/esco/skill/a432ffcd-b58d-4417-836c-ea3282b626ca | http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,efectuează simulări | utilizează instrumente pentru proiectarea asistată de calculator și pentru desen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/82de2df7-0d6c-42b1-94ac-b3e9a029e917,utilizează instrumente pentru copiere de rezervă și recuperare,released,skill/competence,cross-sector,utilizează instrumente de recuperare software,"Utilizează instrumente care le permit utilizatorilor să copieze și să arhiveze software, configurații și date și să le recupereze în caz de pierdere.",http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,asigură protecția dispozitivelor tic
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8300443c-c793-4102-bff5-aa917a0cb39f,definește foaia de parcurs pentru blockchain în aplicații,released,skill/competence,cross-sector,creează o foaie de parcurs blockchain în aplicații,"Definește și urmărește o foaie de parcurs pentru introducerea tehnologiei blockchain într-o anumită aplicație. Identifică acțiunile și rolurile-cheie necesare, precum și reperele esențiale și rezultatele care trebuie obținute.
	",http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,proiectează sisteme sau aplicații tic
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/83218cac-3599-417e-93d2-26013cdccd98,modelare orientată spre servicii,released,knowledge,sector-specific,SaaS | software ca serviciu | modelare bazată pe servicii | modele de servicii de TIC | modelare orientată pe servicii,"Principiile și elementele fundamentale ale modelării orientate spre servicii pentru sisteme software și antreprenoriale care permit proiectarea și specificarea sistemelor antreprenoriale orientate spre servicii într-o varietate de stiluri arhitecturale, cum ar fi arhitectura întreprinderii și arhitectura aplicațiilor.",http://data.europa.eu/esco/isced-f/0612,proiectarea și administrarea de baze de date și rețele
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8327754d-3990-4056-b07e-4faa49cfcd26,inovează în TIC,released,skill/competence,sector-specific,,"Creează și descrie noi idei originale de cercetare și inovare în domeniul tehnologiilor informației și comunicațiilor, le compară cu tehnologiile și tendințele emergente și planifică dezvoltarea de idei noi.",http://data.europa.eu/esco/skill/f975091a-e5a5-4472-ac17-11680e53e98f | http://data.europa.eu/esco/skill/c2a0c52c-0b4b-4180-a918-92650ea3b458 | http://data.europa.eu/esco/skill/ab877a24-335d-4676-b366-c5c06651481a,"se orientează spre inovare în practicile curente | gândește în mod inovator | comunicare, colaborare și creativitate"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8359bd04-d2cb-4757-af1f-39a921df9efe,elimină virușii de computer și malware-ul,released,skill/competence,cross-sector,instalează programe antivirus | instalează protecție antimalware,Realizează acțiuni de eliminare de pe calculator a virușilor informatici sau a altor tipuri de programe malware.,http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,asigură protecția dispozitivelor tic
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8369c2d6-c100-4cf6-bd83-9668d8678433,utilizează învățarea automatizată,released,skill/competence,sector-specific,,"Utilizează tehnici și algoritmi care pot extrage cele mai importante informații din date, învață din acestea și face predicții care să fie utilizate pentru optimizarea programelor, adaptarea aplicațiilor, recunoașterea modelului, filtrare, motoarele de căutare și viziunea computerului.",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,programează sisteme informatice
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8369ede5-4200-4a44-be2e-bc60ef959259,Microsoft Visual C++,released,knowledge,sector-specific,,"Programul informatic Visual C + + este o suită de instrumente de dezvoltare de software pentru scriere de programe, cum ar fi compilator, debugger, editor de coduri, subliniere de coduri, reunite în pachet pe o interfață unică pentru utilizatori. Este dezvoltat de compania de software Microsoft.",http://data.europa.eu/esco/skill/925463a7-d51f-4d5b-9f79-4d28cf30acde | http://data.europa.eu/esco/isced-f/0611,software pentru mediu integrat de dezvoltare | utilizarea computerului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/83934f53-5ffa-478f-9f8f-b779e9b4fc7a,tehnologii de autoservire în turism,released,knowledge,sector-specific,,"Aplicarea tehnologiilor de autoservire în sectorul turismului: efectuarea de rezervări online, autocazări în hoteluri și autoînregistrări la companii aeriene, care permit clienților să efectueze și să finalizeze rezervarea prin mijloace proprii, utilizând instrumente digitale.
	",http://data.europa.eu/esco/isced-f/0619,tehnologii ale informației și comunicațiilor neclasificate în altă parte
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/83b33952-3872-46ec-9a2e-b28f91303a7e,supraveghează dezvoltarea de software,released,skill/competence,sector-specific,,"Organizează, planifică și supraveghează dezvoltarea aplicațiilor și a cadrelor pentru a crea un produs software, de la primele etape de planificare până la testarea finală a produsului.",http://data.europa.eu/esco/skill/aab9f44d-fe0e-46d8-a470-11ce82a64846,supervizează o echipă sau un grup
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/83b493c8-4837-41e3-9800-cff1df06cf38,configurează sisteme de integrare media,released,skill/competence,occupation-specific,,"Definește și configurează relația dintre semnalele primite și cele transmise pentru aplicațiile artistice și de evenimente. Utilizează software de programare vizuală, traducând protocoale ale semnalelor utilizate, corectând, fuzionând sau divizând fluxurile de date.
	",http://data.europa.eu/esco/skill/8ddcb295-707e-459c-ba6a-66ffb37835c5,operează echipamente audio-video
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/84251cb1-babf-4d17-a3cd-baa642c24c8d,IBM Informix,released,knowledge,sector-specific,,"Programul informatic IBM Informix este un instrument de creare, actualizare și gestionare a bazelor de date, dezvoltat de compania de software IBM.",http://data.europa.eu/esco/skill/ab1e97ed-2319-4293-a8b7-072d2648822f | http://data.europa.eu/esco/isced-f/0612,sisteme de gestionare a bazelor de date | proiectarea și administrarea de baze de date și rețele
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/84f583f4-f32a-4202-9b92-e25f0c978410,software bancar de bază,released,knowledge,sector-specific,aplicație core banking,"Selecție de software-uri pentru gestionarea activităților bancare de bază (de exemplu, depozite, plăți, împrumuturi, tranzacții bancare, date despre clienți) și a altor funcții legate de domeniul bancar.
	",http://data.europa.eu/esco/isced-f/0611,utilizarea computerului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/84f58e3d-8669-4d83-8c1d-5dd1e73a654f,creează diagrame ale bazelor de date,released,skill/competence,sector-specific,elaborează diagrame ale bazelor de date | creează diagramele bazelor de date | creează modele de baze de date | reprezintă grafic bazele de date | creează diagrame baze de date | creează reprezentarea grafică a structurii bazelor de date,Dezvoltă modele și diagrame de proiectare a bazei de date care să stabilească structura unei baze de date prin utilizarea unor instrumente software de modelare care să fie puse în aplicare în procesele ulterioare.,http://data.europa.eu/esco/skill/29fb0fb5-dfc4-4098-ac9b-3a712000f48f | http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1 | http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,gestionează baza de date | utilizează baze de date | proiectează sisteme sau aplicații tic
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/84f73180-4a45-49f4-9140-cb49bbc29531,setează dispozitivele de comandă ale scanerului,released,skill/competence,sector-specific,,"Utilizează un mouse, o tastatură sau alte comenzi pentru a configura scanerul cu precizie.",http://data.europa.eu/esco/skill/a1a032e1-4b7a-4603-8516-43d83707ffac | http://data.europa.eu/esco/skill/494b8057-daf5-46a0-b33b-416e0115c30a,efectuează reglajele mașinilor | utilizează instrumente digitale pentru controlul mecanismelor
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/85038d57-1fdd-40de-b908-2c005545a8c3,SketchBook Pro,released,knowledge,sector-specific,,"Programul informatic SketchBook Pro este un instrument TIC grafic care permite editarea digitală și compoziția grafică pentru a genera atât grafică 2D de tip raster, cât și grafică 2D de tip vectorial. Este dezvoltat de compania de software Autodesk.",http://data.europa.eu/esco/isced-f/0611 | http://data.europa.eu/esco/skill/a71577b2-7550-4222-88ee-dcbd2d881516,utilizarea computerului | software de editare grafică
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8542b62b-18b1-4c7f-9d4e-e717c10fbd72,produce tipare de croitorie,released,skill/competence,sector-specific,creează modele de croitorie,"Desenează schițe pentru tipare de croitorie, fie manual, fie pe calculator, cu ajutorul unui software specializat în proiectarea asistată de calculator (CAD).",http://data.europa.eu/esco/skill/883eab8c-d8a6-4e8b-9b11-7d9001e172ab,proiectează sisteme și produse
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/85616cc4-98bf-4355-9cf1-72ff11752848,dezvoltă programe pentru comanda și controlul dispozitivelor TIC,released,skill/competence,occupation-specific,,Creează un program software care controlează funcționarea unui dispozitiv TIC și interacțiunea acestuia cu alte aplicații.,http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,programează sisteme informatice
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/85a67bc3-708c-4eab-86f6-4529d01d12a6,contribuie la dezvoltarea sistemelor biometrice,released,skill/competence,occupation-specific,,Contribuie la dezvoltarea sau optimizarea sistemelor tehnologice care se bazează pe date biologice specifice gestionate prin intermediul algoritmilor pentru identificarea persoanelor.,http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,proiectează sisteme sau aplicații tic
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/85f46538-ae70-498a-bfbc-b8ddafe96c7d,niveluri de testare software,released,knowledge,sector-specific,,"Nivelurile de testare din procesul de dezvoltare de software, cum ar fi testarea pe unitate, testarea integrării, testarea sistemului și testarea acceptării.",http://data.europa.eu/esco/isced-f/0613,analiza și dezvoltarea de aplicații și software
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/861313ba-3a1a-4d33-842a-1b8e45e2415b,gestionează transferul de la sisteme vechi în TIC,released,skill/competence,sector-specific,administrează trecerea de la un sistem vechi la unul actual | gestionează transfer sisteme TIC vechi | asigură migrarea datelor de la un sistem vechi la unul actual | analizează implicarea sistemelor informatice vechi,"Supraveghează procesul de transfer de la un sistem moștenit (un sistem vechi) la un sistem actual, prin cartografiere, interfațare, migrare, documentare și transformarea datelor.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"gestionează, colectează și stochează date digitale"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/861cc783-6d4c-442e-9081-3a6e389be454,instalează echipamentul de comunicații electronice,released,skill/competence,sector-specific,,Configurează și implementează comunicațiile electronice digitale și analogice. Înțelege diagramele electronice și specificațiile echipamentelor.,http://data.europa.eu/esco/skill/52797dce-911c-4e6d-b0cb-491f6469014f | http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060,"instalează echipamente electrice și electronice | instalează și repară echipamente electrice, electronice și de precizie"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8645704c-a896-4ac1-8189-9ac5586d5c3a,pregătește desene detaliate pentru designul interior,released,skill/competence,sector-specific,pregătește schițe detaliate de design interior,Pregătește desene de lucru sau imagini digitale suficient de detaliate utilizând software-ul pentru a transmite o previzualizare realistă a proiectului de design interior.,http://data.europa.eu/esco/skill/ac51e567-2261-48c7-b0cb-97c07fc60b6c | http://data.europa.eu/esco/skill/a556a3db-cd48-42a5-825c-f95f6f5ccbfe,concepe un design interior specific | concep ecrane și decorațiuni vizuale
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/867137fb-ff1b-4ca3-99f3-cb6969aa2c68,TypeScript,released,knowledge,sector-specific,,"Tehnicile și principiile dezvoltării de software, cum ar fi analiză, algoritmi, codificare, testare și compilare de paradigme de programare în TypeScript.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,programare pe calculator | analiza și dezvoltarea de aplicații și software
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8682024b-2c8b-4de4-8cd7-23ea6169da57,lucrează cu generatorul de semnal,released,skill/competence,cross-sector,lucrează cu generatorul de radiofrecvență | lucrează cu generatorul de unde | lucrează cu generatorul de ton | lucrează cu generator de semnale,"Operează dispozitive electronice sau generatoare de tonuri de software care produc semnale electronice sau analogice cu sau fără repetarea unor semnale electronice pentru a proiecta, testa și repara echipamentele electronice și acustice.",http://data.europa.eu/esco/skill/4d6a48ae-352e-4823-bc3a-3f3e9e2cae86,accesează și analizează date digitale
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8696aff0-18c0-4ba6-a4d0-9a21861b3e5e,standarde ale Consorțiului World Wide Web,released,knowledge,cross-sector,specificații tehnice ale W3C | orientări ale Consorțiului World Wide Web | standarde ale W3C | standarde Consorțiu World Wide Web | specificații tehnice ale Consorțiului World Wide Web | orientări ale W3C,"Standardele, specificațiile tehnice și ghidurile elaborate de organizația internațională Consorțiul World Wide Web (W3C), care permit proiectarea și dezvoltarea de aplicații web.",http://data.europa.eu/esco/isced-f/0613,analiza și dezvoltarea de aplicații și software
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/86f7126d-97fd-4da5-be96-d1cf6ecd54e6,Microsoft Visio,released,knowledge,sector-specific,,"Programul informatic Microsoft Visio este un instrument TIC grafic care permite editarea digitală și compoziția grafică pentru a genera atât grafică 2D de tip raster, cât și grafică 2D de tip vectorial. Este dezvoltat de compania de software Microsoft.",http://data.europa.eu/esco/isced-f/0611 | http://data.europa.eu/esco/skill/a71577b2-7550-4222-88ee-dcbd2d881516,utilizarea computerului | software de editare grafică
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8759c352-8b00-498f-985a-935f13e1b043,instrumente de asistare,released,knowledge,cross-sector,dispozitive de asistenta | dispozitive de asistare | instrumente de asistenta,Lucrul cu persoane care au nevoie de animale de serviciu și funcționarea dispozitivelor și tehnologiilor de asistare.,http://data.europa.eu/esco/isced-f/0921,îngrijirea persoanelor în vârstă și a adulților cu dizabilități
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8764d4b1-e069-44f2-8baa-fb1eee1850ec,Oracle Application Development Framework,released,knowledge,sector-specific,,"Mediul pentru dezvoltarea aplicațiilor Java care oferă caracteristici și componente specifice (cum ar fi elemente reutilizabile îmbunătățite, programare vizuală și declarativă) care sprijină și orientează dezvoltarea aplicațiilor de întreprindere.",http://data.europa.eu/esco/skill/24c200e5-be20-4370-a137-ab53797f3a17 | http://data.europa.eu/esco/isced-f/0613,cadre software | analiza și dezvoltarea de aplicații și software
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8785ccda-6f9f-4cf3-9033-fda10653d0be,JSSS,released,knowledge,sector-specific,,"Limbajul informatic JSSS este format din foi de stil care transmit prezentarea documentelor structurate. Aceste documente trebuie să respecte foile de stil, un set de norme stilistice, cum ar fi fontul, culoarea și formatul.",http://data.europa.eu/esco/skill/c2999f0c-eb37-4cdf-b9b0-82107b628794 | http://data.europa.eu/esco/isced-f/0612,limbaje de foi de stil | proiectarea și administrarea de baze de date și rețele
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/87f31087-4c7c-4a71-b7b8-4039d94b4c12,analizează prototipuri de îmbrăcăminte 3D,released,skill/competence,occupation-specific,ecranează prototipul 3D | ajustează prototipul 3D,"Analizează prototipul pentru a ajusta modelul elementelor de îmbrăcăminte pe modelul sub formă de avatar 3D.
	",http://data.europa.eu/esco/skill/a556a3db-cd48-42a5-825c-f95f6f5ccbfe,concep ecrane și decorațiuni vizuale
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/88564d2d-2dc9-4789-864a-f9cb73f389ec,menține cerințele privind introducerea de date,released,skill/competence,sector-specific,,Menține condiții de introducere a datelor. Respectă procedurile și aplică tehnici de programare a datelor.,http://data.europa.eu/esco/skill/9bdf8a77-8524-43da-bac6-d15d22e1b7ed,introduc informații și le modifică
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/88b9ac3d-1c1d-44d1-9584-c4f5dd2503b3,îmbunătățește ușurința în utilizare,released,skill/competence,occupation-specific,,"Cercetează și testează noi metode de dezvoltare a unui produs, cum ar fi un site sau o hartă care să fie mai ușor de utilizat și de înțeles.",http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,proiectează sisteme sau aplicații tic
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/89227433-950f-4d9d-b0b0-abc33356ab42,gestionează sistemele computerizate de control al operațiunilor de transport,released,skill/competence,occupation-specific,,"Gestionează sistemele digitale de control al operațiunilor pentru a asigura transferul datelor între autobuze; monitorizează informații în timp real despre infrastructură, condițiile de trafic, semaforul; controlează anunțurile vocale din autobuze și oferă informații în timp real pasagerilor.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"gestionează, colectează și stochează date digitale"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8975edb1-d2cb-4c49-a3c0-3b21a9ab8797,operează mașini de găurit cu comandă numerică,released,skill/competence,cross-sector,operează mașini de găurit CNC,"Operează o mașină de găurit cu comandă numerică (CNC) asistată de calculator proiectată pentru procesele de fabricație prin tăiere din metal, din lemn, din materiale plastice și din alte materiale, o monitorizează și o operează în conformitate cu reglementările.",http://data.europa.eu/esco/skill/494b8057-daf5-46a0-b33b-416e0115c30a,utilizează instrumente digitale pentru controlul mecanismelor
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/897b393f-e7e0-4248-a40d-d77119694e83,calcul distribuit,released,knowledge,sector-specific,,Software în care componentele computerului interacționează printr-o rețea și trimit mesaje pentru a comunica cu privire la acțiunile lor.,http://data.europa.eu/esco/isced-f/0612,proiectarea și administrarea de baze de date și rețele
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/89839842-a111-411f-b64a-94354d6118e0,tehnologie cuantică,released,knowledge,sector-specific,principiile tehnologiei cuantice,"Tehnologie care funcționează pe baza unor principii ale mecanicii cuantice, cum ar fi încrucișarea cuantică și suprapunerea cuantică.
	",http://data.europa.eu/esco/isced-f/0588,"programe și calificări interdisciplinare care implică științe naturale, matematică și statistică"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/89d574b8-f0ea-4ae8-9008-f575e37e9f11,implementează contracte inteligente,released,skill/competence,cross-sector,aplică contracte inteligente,"Implementează contracte inteligente pentru diverse aplicații și în cele mai importante cadre pentru contracte inteligente, cum ar fi Bitcoin și Ethereum, și în cele mai potrivite limbaje de programare, precum Solidity, Rust, Javascript, Vyper și Yul.",http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,proiectează sisteme sau aplicații tic
