conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8b46636e-e201-4086-a8d5-049b65eaf40e,oferă consiliere privind destinația terenurilor,released,skill/competence,cross-sector,,"Recomandă cele mai bune modalități de utilizare a terenurilor și a resurselor. Consiliază cu privire la locații pentru drumuri, școli, parcuri etc.",http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/414332e4-8347-4771-b947-65bd3801a620 | http://data.europa.eu/esco/skill/b036eb5c-6a48-45b9-b2c6-f42f9e336204,oferă consiliere altora | utilizează tehnici de consultare | oferă consultanță pe teme comerciale sau operaționale
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8bcf4ef0-edda-4f6a-a1ce-7defb1d324d6,aplică proceduri de tratare a apei,released,skill/competence,sector-specific,,"Efectuează operațiuni precum filtrarea, sterilizarea și declorurarea în vederea purificării apei de consum și producția de alimente aplicând diferite proceduri și tehnologii, cum ar fi microfiltrarea, osmoza inversă, ozonizarea, filtrarea cu carbon sau aplicarea luminii ultraviolete (UV).",http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"operează sisteme sau utilaje pentru prelucrarea petrolului, pentru tratarea apei sau chimice"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8bdd25f8-4b6e-40fe-a2cf-c1badc594114,geologie,released,knowledge,cross-sector,,"Scoarța terestră, tipuri de roci, structuri și procesele prin care sunt modificate.",http://data.europa.eu/esco/skill/944e06e8-7b12-4064-9e72-d80cd6d0cbba | http://data.europa.eu/esco/isced-f/0532,științele Pământului | științele pământului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8be4540d-db79-4213-8820-bda0d3fb74a7,aeroponică,released,knowledge,sector-specific,,"Cultivarea plantelor fără utilizarea unui mediu agregat, cum ar fi solul. Rădăcinile plantelor sunt expuse direct la aerul înconjurător sau la ceață și irigate cu soluții nutritive.
	",http://data.europa.eu/esco/isced-f/0812,horticultură
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8c609e7c-5002-41a7-b629-0b98f132afb0,legislația privind deversarea de materii prime în mare,released,knowledge,occupation-specific,reglementare privind deversarea materiilor prime în ocean | legislația privind descărcarea materiilor prime în mare într-un mod ecologic | cerinţele de mediu pentru deversarea materiilor prime în mare,"Reglementările de mediu pentru evacuarea materiilor prime în mare, inclusiv utilizarea dezinfectării chimice și a eliminării clorului pentru a produce un efluent curat și sigur, adecvat pentru evacuarea în mare.
	",http://data.europa.eu/esco/isced-f/0712,tehnologia protecției mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8c7707b3-cd9b-405a-b2e5-9df24172d4f9,monitorizează spații verzi,released,skill/competence,occupation-specific,verifică gazonul,"Monitorizează spații verzi în timpul evenimentelor speciale pentru a asigura protecția sistemului, raportează cu privire la starea spațiilor verzi și la pierderea de apă sau de plante din cauza unei defecțiuni a sistemului.",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,supraveghează starea mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8ca08a35-2d2e-46f5-b440-8fc8ce736287,aplică măsuri de agricultură de precizie,released,skill/competence,sector-specific,,"Utilizând tehnologii și echipamente moderne cu sisteme de poziționare de înaltă precizie, sisteme de geocartografiere și/sau sisteme automate de direcție pentru activități agricole.",http://data.europa.eu/esco/skill/64acded2-d944-4f85-a703-cfe9375f706a,exploatează utilaje agricole sau forestiere
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8ddd7e74-d187-48a1-9009-ff06b268f6cc,gestionează deșeurile de roci,released,skill/competence,occupation-specific,,Gestionează deșeurile de materiale colectate în timpul operațiunilor de dezvoltare.,http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,elimină deșeuri sau reziduuri nepericuloase | gestionează deșeuri
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8df12fb1-7f41-4068-8d05-007e8fec8f33,asigură conservarea pădurilor,released,skill/competence,sector-specific,protejează pădurile,"Depune eforturi pentru a conserva și a reface structurile forestiere, biodiversitatea și funcțiile ecologice.",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,respectă standardele și legislația în materie de protecția mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8df86db8-dfcd-414b-854f-ad1cdb18d733,comunică referitor la impactul de mediu al mineritului,released,skill/competence,sector-specific,,"Pregătește discuții, prelegeri, consultări cu părțile interesate și audieri publice cu privire la problemele de mediu legate de minerit.",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303,oferă consultanță pe aspecte de mediu | evaluează impactul de mediu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8e01e994-0e09-4fbb-a76b-7f615678cc7d,"desfășoară activități de întreținere și reparații ale instalațiilor de producere, stocare și utilizare a biogazului sau biometanului",released,skill/competence,occupation-specific,,"Asigură întreținerea curentă și repararea echipamentelor care tratează culturile energetice și deșeurile provenite din ferme, numite mașini de digestie anaerobă. Asigură funcționarea corectă a echipamentelor în transformarea biomasei în biogaz, care este utilizat pentru producerea de energie termică și electrică.",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,instalează componente din lemn și metal
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8f585def-6ade-41b3-b897-3d71fba4151d,energie alternativă,released,knowledge,cross-sector,surse alternative de energie,"Surse de energie care nu provin din combustibili fosili și generează emisii reduse de gaze cu efect de seră.
	",http://data.europa.eu/esco/skill/1e38f5be-bb7d-42c5-8301-c16cf400f8ee | http://data.europa.eu/esco/isced-f/0713,energie din surse regenerabile | electricitate și energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8f98653a-4aee-4619-91c7-0cdc2f8e225a,gestionează planuri de utilizare a subproduselor organice,released,skill/competence,occupation-specific,implementează planuri de utilizare a produselor secundare ecologice,"Implementează planuri de utilizare a subproduselor organice. Se asigură că planurile de utilizare a subproduselor organice sunt conforme cu legislația relevantă, codurile de practici și politicile privind cultura. Se asigură că există sisteme de protecție pentru a proteja oamenii și animalele împotriva pericolelor asociate lucrului cu subproduse organice, cum ar fi gazele emanate de dejecții. Monitorizează utilizarea subproduselor organice și ia măsuri adecvate dacă se identifică probleme.",http://data.europa.eu/esco/skill/a6c3bda0-c759-495e-b2c5-062b3abe2097,pun în aplicare noi proceduri sau procese
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/901297b8-9f66-431b-a6ab-bc2235acf056,colectează aparatură defectă,released,skill/competence,occupation-specific,,"Colectează sau primește produse care nu mai funcționează și care nu pot fi reparate din gospodării, organizații sau unități de colectare pentru a putea fi sortate în vederea eliminării sau a reciclării.",http://data.europa.eu/esco/skill/485b2e3b-f883-46d8-901f-ab521d4f8e58,selectează materiale sau produse
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/90d04cf8-dcc1-45cf-93e1-a2eba80aed6f,arhitectura vehiculelor hibride,released,knowledge,sector-specific,vehicul hibrid | autobuze hibride | clasificare hibridă | hibrid plug-in | vehicule hibride | clasificarea hibridelor | vehicul cu hidrogen,"Nomenclatura, clasificarea și arhitectura vehiculelor hibride, inclusiv considerații legate de eficiență. Avantaje și dezavantaje ale soluțiilor cu arhitectură în serie, în paralel și în serie-paralel.
	",http://data.europa.eu/esco/isced-f/0714,electronică și automatizare
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9263f0d8-7266-4782-b0ee-38f62656e97e,promovează designul interior sustenabil,released,skill/competence,cross-sector,,Dezvoltă un design interior ecologic și promovează utilizarea de materiale rentabile și regenerabile.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b | http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,adoptă modalități de reducere a impactului negativ al consumului | promovează sustenabilitatea | proiectează structuri sau instalații
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/92e4064a-a93c-4e22-a63b-8da91757b90c,depistează blocajele,released,skill/competence,cross-sector,,Identifică blocajele din lanțul de aprovizionare.,http://data.europa.eu/esco/skill/15fa3879-ac0e-46e6-ae36-609bae9c19c3,supraveghează activități operaționale
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9349f502-9c11-476c-957d-2e016790a2ee,coordonează proceduri de management al deșeurilor,released,skill/competence,sector-specific,,"Coordonează operațiunile unei unități sau organizații care se ocupă de managementul deșeurilor, cum ar fi colectarea, sortarea, reciclarea și eliminarea deșeurilor, pentru a asigura eficiența optimă a operațiunilor, îmbunătățește metodele de reducere a deșeurilor și asigură respectarea legislației.",http://data.europa.eu/esco/skill/75d8e5d9-bef3-418b-9011-01bff9f27207 | http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94 | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,îi conduce pe alții | conduc activități operaționale | gestionează deșeuri
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/942edf03-a450-4261-b65c-9b447fdddc51,instalează generatoare,released,skill/competence,cross-sector,,Instalează și operează generatoare ca surse de alimentare în conformitate cu reglementările și specificațiile.,http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060,"instalează și repară echipamente electrice, electronice și de precizie"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9438b0dc-062a-4893-b176-959706e4ae1e,utilizează materiale ecologice,released,skill/competence,cross-sector,,"Lucrează cu materiale ecologice, cum ar fi sistemele de materiale de finisare pe bază de apă adezivii fără formaldehidă.",http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/2aaad52d-599e-4e77-a681-bbc236825821 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,adoptă modalități de reducere a impactului negativ al consumului | evaluează impactul comportamentului individual asupra mediului | respectă standardele și legislația în materie de protecția mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/94747ff4-603d-47d4-9780-bf53be41e190,inspectează echipamente industriale,released,skill/competence,cross-sector,,"Inspectează echipamente utilizate în timpul activităților industriale, cum ar fi echipamentele de fabricație sau de construcție, pentru a se asigura că echipamentul respectă legislația în materie de sănătate, siguranță și mediu.",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,instalează componente din lemn și metal
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/956487a3-5b0b-4d03-8d0e-01e71fb65482,obligațiuni sociale,released,knowledge,sector-specific,obligațiuni cu impact social | finanțarea cu plată pentru succes | obligațiuni cu plată în schimbul succesului,"Un set de instrumente financiare care vizează atragerea de capital pentru proiectele cu rezultate sociale pozitive și care asigură rentabilitatea investițiilor la atingerea obiectivelor specifice de politică socială. Obligațiunile sociale sunt utilizate, în general, pentru a finanța proiecte în domenii precum infrastructură la prețuri accesibile, accesul la servicii esențiale, programele de ocupare a forței de muncă, securitatea alimentară și sistemele alimentare durabile.
	",http://data.europa.eu/esco/isced-f/0412,"finanțe, bănci și asigurări"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9582094d-e08c-4df2-a6f1-7c321724f273,resurse de alimente naturale,released,knowledge,occupation-specific,,"Localizarea, calitățile și prepararea de produse naturale sigure, comestibile și potabile, cum ar fi fructe, plante, carne și apă proaspătă sau reciclată.",http://data.europa.eu/esco/isced-f/0721,prelucrarea alimentelor
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/95bff246-c3ce-4181-a11b-e4363453c2f8,standarde ale managementului de mediu,released,knowledge,cross-sector,,"Cerința ca o organizație să implementeze un sistem de management de mediu pentru a-și îmbunătăți performanța de mediu, de exemplu, ISO 14001.
	",http://data.europa.eu/esco/isced-f/0712,tehnologia protecției mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/96835f47-da71-415b-8cbf-d37386dc98d4,realizează studii de mediu,released,skill/competence,cross-sector,,Efectuează studii în vederea colectării de informații pentru analiza și gestionarea riscurilor de mediu în cadrul unei organizații sau într-un context mai amplu.,http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,efectuează cercetare academică sau de piață
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/96d549bb-3e62-4c45-92a7-f114df089581,analizează strategii legate de lanțul de aprovizionare,released,skill/competence,cross-sector,,"Examinează detaliile de planificare a producției ale unei organizații, unitățile lor de producție preconizate, calitatea, cantitatea, costul, timpul disponibil și cerințele în materie de forță de muncă. Oferă sugestii în vederea îmbunătățirii produselor, a calității serviciilor și a reducerii costurilor.",http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/bdcf429c-5ccf-4c3d-bb61-4c987573a35e | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,gândește critic | demonstrează spirit antreprenorial | analizează operațiuni comerciale
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/96d901a6-c931-4e8d-b685-a47e1deaaa1b,identifică necesarul energetic,released,skill/competence,sector-specific,calculează necesarul caloric,"Identifică tipul și cantitatea de energie necesară într-o clădire sau într-o unitate pentru a furniza consumatorilor servicii energetice cele mai benefice, sustenabile și rentabille.",http://data.europa.eu/esco/skill/b917784a-d7c9-437c-be6e-0de41067fa62,estimează necesarul de resurse
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97725325-5287-4ebb-9f83-1ba2c38f465c,produce produse durabile,released,skill/competence,cross-sector,produce produse cu impact redus | dezvolta produse durabile | fabricarea de produse durabile | fabrică produse ecologice,"Produce bunuri într-o manieră durabilă pe tot parcursul ciclului de viață al produsului, ceea ce implică promovarea responsabilității sociale, conservarea resurselor și minimizarea impactului negativ asupra mediului.
	",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,respectă standardele și legislația în materie de protecția mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97902800-f9e0-4a73-8826-6cc42f874a18,logistica ecologică,released,knowledge,cross-sector,logistica verde | paradigmele logisticii verzi | eco-logistica | logistică ecologică | operațiuni de logistică verde | paradigme ale logisticii verzi | logistică conștientă de mediu | fundamentele logisticii verzi | principiile logisticii verzi,"Abordările și activitățile care au ca scop minimizarea impactului ecologic al activităților de logistică.
	",http://data.europa.eu/esco/isced-f/0413 | http://data.europa.eu/esco/skill/e843973c-23dd-416a-8a9c-9e89512542fb,gestiune și administrare | logistică
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97b473ae-8535-498d-9999-cc77549c5e50,identifică sursa instalată pentru pompele de căldură,released,skill/competence,sector-specific,alegeți sursa pentru pompele de căldură,"Determină sursele de căldură și de energie disponibile, alegând dintre diferite tipuri de surse de căldură disponibile, ținând seama de influența temperaturii sursei asupra eficienței energetice.
	",http://data.europa.eu/esco/skill/6ee936b0-4e0c-4e04-97c7-1f4ee9230d67,stabilesc obiective și strategii
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/982ccb23-102c-4d7a-a899-4df50a032def,instalează sisteme de energie solară concentrată,released,skill/competence,occupation-specific,instalarea sistemelor de energie solară concentrată | instalarea centralei fotovoltaice | instalează centrale solare termice cu concentrarea radiației solare directe | montarea sistemelor de energie solară concentrată,"Instalează sisteme care utilizează materiale reflectorizante, cum ar fi lentile și oglinzi, și sisteme de urmărire pentru a concentra lumina soarelui într-o rază care acționează o centrală electrică prin generarea de căldură.",http://data.europa.eu/esco/skill/b85caa4a-f04b-4331-80df-11404fd71225,"montează echipamente de încălzire, de ventilație și de climatizare"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/988f696e-01c9-4aa5-b024-4aa96505ee0c,operează echipamente de încălzire a apei,released,skill/competence,sector-specific,acționează echipamente de încălzire a apei,"Operează echipamente de încălzire a apei, cum ar fi echipamentele electrice, schimbătoarele de căldură, pompele de căldură și instalațiile de încălzire solară.",http://data.europa.eu/esco/skill/8bf9699c-f964-4e4b-ac3d-55aface09cbc,operează utilaje pentru producerea sau distribuția de energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9920e559-e66c-44a8-b853-bf5c66f123fe,monitorizează sistemele de biofiltre,released,skill/competence,occupation-specific,supraveghează sistemele de filtrare biologică,"Supraveghează sistemele de biofiltrare utilizate pentru a controla poluarea apei și a aerului.
	",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,instalează componente din lemn și metal
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/995f7d9c-45c9-4622-b704-739982ff9070,dezvoltarea bazinelor hidrografice,released,knowledge,sector-specific,,"Studiul caracteristicilor relevante ale unui bazin hidrografic care vizează distribuția durabilă a resurselor sale și procesul de creare și punere în aplicare a planurilor, programelor și proiectelor de susținere și consolidare a funcțiilor bazinelor hidrografice care afectează comunitățile de plante, animale și oameni în limitele bazinelor hidrografice.",http://data.europa.eu/esco/isced-f/0732,construcții și lucrări de geniu civil
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a354775-1a03-4258-a357-be4ab0a07465,amenajează acoperișuri verzi,released,skill/competence,sector-specific,amenajează acoperișuri naturale cu verdeață,"Amenajează acoperișuri cu vegetație, ținând cont de apă și drenaj, filtre și sol. Plantează ierburi adecvate și, eventual, arbuști și arbori. Amenajează acoperișul verde ținând cont de reglementările în materie de sănătate și siguranță.",http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,proiectează structuri sau instalații
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9b242812-7d88-4219-bac7-1195ecc4db51,sisteme recirculante,released,knowledge,sector-specific,sisteme de recirculare | tipuri de sisteme de aerare,"Caracteristicile și funcționarea circulației complexe, a sistemelor de aerisire și de biofiltrare.",http://data.europa.eu/esco/isced-f/0732,construcții și lucrări de geniu civil
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9b5aa426-7daa-4143-8d70-c3623e8c7e60,proiectează sisteme de geamuri și vitraje,released,skill/competence,sector-specific,proiecteazăi soluții eficiente din punct de vedere energetic pentru sistemele de geamuri și vitraje,"Proiectează un sistem de geamuri/vitraje pentru un confort și o performanță energetică optime. Evaluează și proiectează un sistem de umbrire optim și strategia de control a acestuia.
	",http://data.europa.eu/esco/skill/883eab8c-d8a6-4e8b-9b11-7d9001e172ab,proiectează sisteme și produse
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9be02d2d-9d45-400b-aa05-1e9aee7bd815,generare de energie eoliană cu ajutorul turbinelor de mici dimensiuni,released,knowledge,sector-specific,generator eolian | mini turbine eoliene | turbine eoliene de mici dimensiuni | energie eoliană obținută cu ajutorul turbinelor de mici dimensiuni | turbine eoliene domestice,"Turbine eoliene de mici dimensiuni folosite pentru producerea de energie electrică la fața locului (pe acoperișuri etc.) și contribuția acestora la performanța energetică.
	",http://data.europa.eu/esco/skill/25fb676a-cf69-487d-a9c1-273c6f291b6a | http://data.europa.eu/esco/isced-f/0713,energie eoliană | electricitate și energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9c07b3e2-b919-4594-b6f2-e01df6e9390f,proiectează microclimate în clădiri,released,skill/competence,sector-specific,efectuează terapii cu ventuze,"Discută și evaluează condițiile climatice și locale de la fața locului pentru aplicarea unor strategii pasive optime (microclimat și macroclimat). Combină mai multe strategii de proiectare, inclusiv principalele strategii pasive de proiectare, și evaluează performanța acestora ca un concept energetic la nivelul întregii clădiri.
	",http://data.europa.eu/esco/skill/883eab8c-d8a6-4e8b-9b11-7d9001e172ab,proiectează sisteme și produse
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ccb56ee-3d5f-4d48-8692-8f96fe1e4adb,sistem de răcire cu absorbție de energie solară,released,knowledge,sector-specific,racire cu energie solara | răcire prin absorbția vaporilor | răcire solară | sistem de răcire cu absorbție solară | racire prin absorbtie de vapori | racire cu absorbtie de energie solara,"Răcirea cu absorbție de energie solară este un sistem de răcire activat termic bazat pe un proces de absorbție a unei soluții. Contribuie la performanța energetică.
	",http://data.europa.eu/esco/isced-f/0713,electricitate și energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9cf2856d-0375-4ec3-a51f-7f9c82119859,întreține sistemele de energie solară,released,skill/competence,cross-sector,repară panourilor solare | întreține panourile solare | testează performanța panoului solar | întreține turnul solar ascendent,"Testează performanța panourilor solare, citește contoarele pentru a verifica indicatorii de energie electrică, identifică și remediază defecțiunile și curăță panourile, dacă este necesar.",http://data.europa.eu/esco/skill/ab75d510-ac75-482d-b671-bb3bad741f07 | http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,"face măsurători specifice muncii desfășurate | întrețin echipamente electrice, electronice și de precizie"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9d04490c-cea5-4765-a15e-99c46b543c1d,coordonează transportul de materiale reciclabile,released,skill/competence,cross-sector,,Coordonează și supraveghează transporturile de materiale reciclabile. Comunică cu societățile de prelucrare și cu agenții de expediție.,http://data.europa.eu/esco/skill/40f27736-0d98-4446-8234-11646e4f4bc3 | http://data.europa.eu/esco/skill/cfd5ab8f-ef8a-4877-8243-ddf17ac74604,monitorizează logistica produselor finite | planifică evenimente și programe
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9d3490b2-a0e6-415b-81a4-a3a4a63268b0,asigură sănătatea plantelor,released,skill/competence,sector-specific,,"Gestionează și sprijină sănătatea plantelor în general. Aplică tehnici de grădinărit durabile și gestionarea integrată a dăunătorilor în grădini, atât în exterior, cât și în interior.",http://data.europa.eu/esco/skill/b7c82b1b-cff9-4641-a62f-e4e28395eade,cultivă terenuri și culturi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9d75efb9-0c77-4f86-b5e7-99100808564a,controlul dăunătorilor plantelor,released,knowledge,cross-sector,preparate agricole pentru controlul dăunătorilor plantelor,"Tipuri și caracteristici ale dăunătorilor plantelor și culturilor. Diferite tipuri de metode de control al dăunătorilor, activități care utilizează metode convenționale sau biologice, ținând seama de tipul de plantă sau de cultură, de condițiile climatice și de mediu, precum și de reglementările privind sănătatea și siguranța. Depozitarea și manipularea produselor.",http://data.europa.eu/esco/isced-f/0811,producție vegetală și animală
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9da6f4ba-24a0-485f-bf66-3f632387dcd9,supraveghează sistemul de circulare folosit în acvacultură,released,skill/competence,occupation-specific,respectă cerințele legale privind operațiunile de scufundare | îndeplinește cerințelor legale privind operațiunile de scufundare,"Supraveghează sisteme complexe de circulare și de aerare analizând compoziția chimică a apei.
	",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,instalează componente din lemn și metal
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9dfab993-ecab-4292-9cb2-528a93eb3161,utilizează tehnici de monitorizare a habitatelor,released,skill/competence,sector-specific,,"Aplică strategii de eșantionare și utilizează o serie de tehnici de monitorizare a habitatelor, cum ar fi sistemele de informații geografice (GIS), sistemele de poziționare globală (GPS), fotogrammetria, înregistrările și cartografierea.",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,supraveghează starea mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ecd4016-b9de-480d-8ec3-9881644f0eda,utilizează instrumente de măsurare a sunetului,released,skill/competence,occupation-specific,,Utilizează instrumente precum traductorii și aparatele de măsurare a sunetului pentru a măsura nivelurile de zgomot într-un mediu în scopul prevenirii poluării fonice.,http://data.europa.eu/esco/skill/c8f4aad2-ea23-49a2-9708-a6049c2d28ce | http://data.europa.eu/esco/skill/b92758d4-4591-4df1-9ceb-f907aa71ebd9,operează echipamente de măsură de precizie | folosește instrumentele de măsură
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f719da2-5ba8-46b8-b20b-3d5f59208f49,sisteme de montare a panourilor fotovoltaice,released,knowledge,sector-specific,sistem de montaj al panourilor solare | monturi balastate | monturi pe stâlp | monturi de urmărire | panouri solare | sisteme de montaj pentru panouri solare | sistem de montaj fotovoltaice | suporturi pentru panouri solare,"Diferite modalități de instalare a panourilor fotovoltaice, cum ar fi montarea pe stâlpi, când panourile sunt fixate pe o suprafață, montarea cu balast, când greutățile sunt folosite ca să fixeze panourile, și urmărirea solară, când panourile sunt montate pe o suprafață mobilă ca să urmărească poziția soarelui pe cer pentru o însorire optimă.",http://data.europa.eu/esco/isced-f/0713,electricitate și energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f763ac3-1d6c-48d2-ab54-324b1b144f40,gestionează calitatea aerului,released,skill/competence,cross-sector,,"Monitorizarea, auditul și gestionarea calității aerului, inclusiv măsuri de remediere.",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,supraveghează starea mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a118a699-7258-48d1-bc45-45fc04f792c8,ingrediente periculoase,released,knowledge,sector-specific,,"Ingrediente și riscuri potențiale care pot afecta oamenii, flora și fauna. Funcții în formulele ingredientelor.",http://data.europa.eu/esco/isced-f/0721,prelucrarea alimentelor
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a2723f98-0fb2-469b-8c79-7ad2d0f73660,manipulează deșeuri provenite de la unitatea minieră,released,skill/competence,sector-specific,,"Se asigură că deșeurile provenite de la unitatea minieră sunt eliminate în condiții de siguranță, în mod eficient și într-un mod ecologic rațional.",http://data.europa.eu/esco/skill/2fb4b423-c1e4-407d-ba48-38032d8dcda2 | http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f,gestionează deșeurile de roci | elimină deșeuri sau reziduuri nepericuloase
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a28c96cd-a43d-4143-b992-903356d0923e,asigură managementul habitatelor,released,skill/competence,cross-sector,,Creează și gestionează habitate naturale.,http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,respectă standardele și legislația în materie de protecția mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a3629b49-ef78-49ce-8538-033772d6e6ca,efectuează un studiu de fezabilitate privind cogenerarea de energie termică și electrică,released,skill/competence,sector-specific,analizează datele navei | utilizează analiza datelor navei în procesul de luare a deciziilor | desfășoară activități de analiză a datelor navei | efectuează analiza datelor navei,"Efectuează evaluarea și analiza potențialului cogenerării de energie termică și electrică (CHP). Realizează un studiu standardizat pentru a determina cerințele tehnice, reglementările aplicabile și costurile. Estimează cererea de energie electrică și termică, precum și de stocare a căldurii pentru a determina posibilitățile de cogenerare prin intermediul curbelor de sarcină și de durată a sarcinii și efectuează cercetări pentru a sprijini procesul de luare a deciziilor.
	",http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,elaborează studiul de fezabilitate | analizează operațiuni comerciale
